id 	longitude	latitude date	           time 	SST
0202	113.7387	18.6655	2017-06-29	14:00:15	39.9388
0202	113.6646	18.6189	2017-06-29	15:00:08	40.6063
0202	113.571	        18.574	2017-06-29	16:00:14	39.5509
0202	113.6901	18.2877	2017-10-24	13:00:07	25.9782
0202	113.6198	18.3485	2017-10-24	14:00:05	27.8812
0202	113.619	        18.3596	2017-10-24	16:00:06	27.9082
0202	113.6162	18.363	2017-10-24	17:00:06	27.9143
0202	113.5804	18.3843	2017-10-24	22:00:08	27.8925
0202	113.5663	18.3946	2017-10-25	00:00:09	27.8915
0202	113.5473	18.4075	2017-10-25	02:00:27	27.9028
0202	112.6408	18.301	2017-10-25	15:00:07	31.4536
0202	112.4211	18.258	2017-10-25	20:00:09	27.3846
0202	112.4167	18.2382	2017-10-25	23:00:21	27.4525
0202	112.3914	18.2132	2017-10-26	04:00:05	27.3571
0202	112.3879	18.2102	2017-10-26	05:00:06	27.3602
0202	112.3264	18.1399	2017-10-26	14:00:08	27.4395
0202	112.3188	18.1347	2017-10-26	15:00:33	27.4364
0202	112.3188	18.1347	2017-10-26	15:00:33	27.4364
0202	112.3124	18.1323	2017-10-26	16:00:21	27.428
0202	112.3163	18.1189	2017-10-26	20:00:10	27.4134
0202	112.3324	18.1104	2017-10-26	22:00:34	27.4439
0202	112.339	        18.1044	2017-10-26	23:00:11	27.4624
0202	112.3468	18.0986	2017-10-27	00:00:05	27.4495
0202	112.3769	18.075	2017-10-27	04:00:06	27.4456
0202	112.4234	18.0454	2017-10-27	08:00:08	27.4478
0202	112.4317	18.0333	2017-10-27	09:00:08	27.4511
